city_alias,city_alias_norm,metro_title,primary_state,region,population,alias_match_rank
Stockton Lodi,STOCKTON LODI,"Stockton-Lodi, CA",CA,West,816108,1
Stockton-Lodi,STOCKTON-LODI,"Stockton-Lodi, CA",CA,West,816108,1
Stuarts Draft,STUARTS DRAFT,"Staunton-Stuarts Draft, VA",VA,South,128481,1
Sumter,SUMTER,"Sumter, SC",SC,South,104776,1
Sunnyvale,SUNNYVALE,"San Jose-Sunnyvale-Santa Clara, CA",CA,West,1995484,1
Syracuse,SYRACUSE,"Syracuse, NY",NY,Northeast,655189,1
Tacoma,TACOMA,"Seattle-Tacoma-Bellevue, WA",WA,West,4145494,1
Tallahassee,TALLAHASSEE,"Tallahassee, FL",FL,South,399098,1
Tampa,TAMPA,"Tampa-St. Petersburg-Clearwater, FL",FL,South,3424560,1
Tampa St Petersburg Clearwater,TAMPA SAINT PETERSBURG CLEARWATER,"Tampa-St. Petersburg-Clearwater, FL",FL,South,3424560,1
Tampa-St Petersburg-Clearwater,TAMPA-ST PETERSBURG-CLEARWATER,"Tampa-St. Petersburg-Clearwater, FL",FL,South,3424560,1
Temple,TEMPLE,"Killeen-Temple, TX",TX,South,509487,1
Terre Haute,TERRE HAUTE,"Terre Haute, IN",IN,Midwest,166552,1
Texarkana,TEXARKANA,"Texarkana, TX-AR",TX,South,146210,1
The Villages,THE VILLAGES,"Wildwood-The Villages, FL",FL,South,154693,1
The Woodlands,THE WOODLANDS,"Houston-Pasadena-The Woodlands, TX",TX,South,7796182,1
Thibodaux,THIBODAUX,"Houma-Bayou Cane-Thibodaux, LA",LA,South,199206,1
Thousand Oaks,THOUSAND OAKS,"Oxnard-Thousand Oaks-Ventura, CA",CA,West,835427,1
Titusville,TITUSVILLE,"Palm Bay-Melbourne-Titusville, FL",FL,South,658447,1
Toledo,TOLEDO,"Toledo, OH",OH,Midwest,601396,1
Topeka,TOPEKA,"Topeka, KS",KS,Midwest,232648,1
Towson,TOWSON,"Baltimore-Columbia-Towson, MD",MD,South,2859024,1
Traverse City,TRAVERSE CITY,"Traverse City, MI",MI,Midwest,156634,1
Trenton,TRENTON,"Trenton-Princeton, NJ",NJ,Northeast,392138,1
Trenton Princeton,TRENTON PRINCETON,"Trenton-Princeton, NJ",NJ,Northeast,392138,1
Trenton-Princeton,TRENTON-PRINCETON,"Trenton-Princeton, NJ",NJ,Northeast,392138,1
Troy,TROY,"Albany-Schenectady-Troy, NY",NY,Northeast,913485,1
Tucson,TUCSON,"Tucson, AZ",AZ,West,1080149,1
Tulsa,TULSA,"Tulsa, OK",OK,South,1060423,1
Tumwater,TUMWATER,"Olympia-Lacey-Tumwater, WA",WA,West,302912,1
Tuscaloosa,TUSCALOOSA,"Tuscaloosa, AL",AL,South,281081,1
Twin Falls,TWIN FALLS,"Twin Falls, ID",ID,West,121319,1
Tyler,TYLER,"Tyler, TX",TX,South,249091,1
Urban Honolulu,URBAN HONOLULU,"Urban Honolulu, HI",HI,West,998747,1
Urbana,URBANA,"Champaign-Urbana, IL",IL,Midwest,243252,1
Utica,UTICA,"Utica-Rome, NY",NY,Northeast,287932,1
Utica Rome,UTICA ROME,"Utica-Rome, NY",NY,Northeast,287932,1
Utica-Rome,UTICA-ROME,"Utica-Rome, NY",NY,Northeast,287932,1
Valdosta,VALDOSTA,"Valdosta, GA",GA,South,153179,1
Vallejo,VALLEJO,"Vallejo, CA",CA,West,455101,1
Vancouver,VANCOUVER,"Portland-Vancouver-Hillsboro, OR-WA",OR,West,2537070,1
Ventura,VENTURA,"Oxnard-Thousand Oaks-Ventura, CA",CA,West,835427,1
Vero Beach,VERO BEACH,"Sebastian-Vero Beach-West Vero Corridor, FL",FL,South,172139,1
Victoria,VICTORIA,"Victoria, TX",TX,South,98446,1
Vienna,VIENNA,"Parkersburg-Vienna, WV",WV,South,87120,1
Vineland,VINELAND,"Vineland, NJ",NJ,Northeast,155678,1
Virginia Beach,VIRGINIA BEACH,"Virginia Beach-Chesapeake-Norfolk, VA-NC",VA,South,1796689,1
Virginia Beach Chesapeake Norfolk,VIRGINIA BEACH CHESAPEAKE NORFOLK,"Virginia Beach-Chesapeake-Norfolk, VA-NC",VA,South,1796689,1
Virginia Beach-Chesapeake-Norfolk,VIRGINIA BEACH-CHESAPEAKE-NORFOLK,"Virginia Beach-Chesapeake-Norfolk, VA-NC",VA,South,1796689,1
Visalia,VISALIA,"Visalia, CA",CA,West,483546,1
Waco,WACO,"Waco, TX",TX,South,305814,1
Wailuku,WAILUKU,"Kahului-Wailuku, HI",HI,West,163769,1
Walla Walla,WALLA WALLA,"Walla Walla, WA",WA,West,62068,1
Warner Robins,WARNER ROBINS,"Warner Robins, GA",GA,South,204110,1
Warren,WARREN,"Detroit-Warren-Dearborn, MI",MI,Midwest,4400578,1
Warren,WARREN,"Youngstown-Warren, OH",OH,Midwest,426086,2
Warwick,WARWICK,"Providence-Warwick, RI-MA",RI,Northeast,1700901,1
Washington,WASHINGTON,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,South,6437907,1
Washington Arlington Alexandria,WASHINGTON ARLINGTON ALEXANDRIA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,South,6437907,1
Washington-Arlington-Alexandria,WASHINGTON-ARLINGTON-ALEXANDRIA,"Washington-Arlington-Alexandria, DC-VA-MD-WV",DC,South,6437907,1
Waterbury,WATERBURY,"Waterbury-Shelton, CT",CT,Northeast,462220,1
Waterbury Shelton,WATERBURY SHELTON,"Waterbury-Shelton, CT",CT,Northeast,462220,1
Waterbury-Shelton,WATERBURY-SHELTON,"Waterbury-Shelton, CT",CT,Northeast,462220,1
Waterloo,WATERLOO,"Waterloo-Cedar Falls, IA",IA,Midwest,170081,1
Waterloo Cedar Falls,WATERLOO CEDAR FALLS,"Waterloo-Cedar Falls, IA",IA,Midwest,170081,1
Waterloo-Cedar Falls,WATERLOO-CEDAR FALLS,"Waterloo-Cedar Falls, IA",IA,Midwest,170081,1
Watertown,WATERTOWN,"Watertown-Fort Drum, NY",NY,Northeast,113140,1
Watertown Fort Drum,WATERTOWN FORT DRUM,"Watertown-Fort Drum, NY",NY,Northeast,113140,1
Watertown-Fort Drum,WATERTOWN-FORT DRUM,"Watertown-Fort Drum, NY",NY,Northeast,113140,1
Watsonville,WATSONVILLE,"Santa Cruz-Watsonville, CA",CA,West,262406,1
Waukesha,WAUKESHA,"Milwaukee-Waukesha, WI",WI,Midwest,1574452,1
Wausau,WAUSAU,"Wausau, WI",WI,Midwest,139091,1
Weirton,WEIRTON,"Weirton-Steubenville, WV-OH",WV,South,112738,1
Weirton Steubenville,WEIRTON STEUBENVILLE,"Weirton-Steubenville, WV-OH",WV,South,112738,1
Weirton-Steubenville,WEIRTON-STEUBENVILLE,"Weirton-Steubenville, WV-OH",WV,South,112738,1
Wenatchee,WENATCHEE,"Wenatchee-East Wenatchee, WA",WA,West,127023,1
Wenatchee East Wenatchee,WENATCHEE EAST WENATCHEE,"Wenatchee-East Wenatchee, WA",WA,West,127023,1
Wenatchee-East Wenatchee,WENATCHEE-EAST WENATCHEE,"Wenatchee-East Wenatchee, WA",WA,West,127023,1
West Des Moines,WEST DES MOINES,"Des Moines-West Des Moines, IA",IA,Midwest,753913,1
West Hartford,WEST HARTFORD,"Hartford-West Hartford-East Hartford, CT",CT,Northeast,1169048,1
West Lafayette,WEST LAFAYETTE,"Lafayette-West Lafayette, IN",IN,Midwest,231353,1
West Palm Beach,WEST PALM BEACH,"Miami-Fort Lauderdale-West Palm Beach, FL",FL,South,6457988,1
West Vero Corridor,WEST VERO CORRIDOR,"Sebastian-Vero Beach-West Vero Corridor, FL",FL,South,172139,1
Wheeling,WHEELING,"Wheeling, WV-OH",WV,South,135136,1
Wichita,WICHITA,"Wichita, KS",KS,Midwest,661217,1
Wichita Falls,WICHITA FALLS,"Wichita Falls, TX",TX,South,149869,1
Wildwood,WILDWOOD,"Wildwood-The Villages, FL",FL,South,154693,1
Wildwood The Villages,WILDWOOD THE VILLAGES,"Wildwood-The Villages, FL",FL,South,154693,1
Wildwood-The Villages,WILDWOOD-THE VILLAGES,"Wildwood-The Villages, FL",FL,South,154693,1
Wilkes,WILKES,"Scranton--Wilkes-Barre, PA",PA,Northeast,574009,1
Williamsport,WILLIAMSPORT,"Williamsport, PA",PA,Northeast,113236,1
Willimantic,WILLIMANTIC,"Norwich-New London-Willimantic, CT",CT,Northeast,282602,1
Wilmington,WILMINGTON,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PA,Northeast,6330422,1
Wilmington,WILMINGTON,"Wilmington, NC",NC,South,480522,2
Winchester,WINCHESTER,"Winchester, VA-WV",VA,South,148005,1
Winston,WINSTON,"Winston-Salem, NC",NC,South,705187,1
Winston Salem,WINSTON SALEM,"Winston-Salem, NC",NC,South,705187,1
Winston-Salem,WINSTON-SALEM,"Winston-Salem, NC",NC,South,705187,1
Winter Haven,WINTER HAVEN,"Lakeland-Winter Haven, FL",FL,South,852878,1
Worcester,WORCESTER,"Worcester, MA",MA,Northeast,881248,1
Wyoming,WYOMING,"Grand Rapids-Wyoming-Kentwood, MI",MI,Midwest,1178826,1
Yakima,YAKIMA,"Yakima, WA",WA,West,258523,1
York,YORK,"York-Hanover, PA",PA,Northeast,471240,1
York Hanover,YORK HANOVER,"York-Hanover, PA",PA,Northeast,471240,1
York-Hanover,YORK-HANOVER,"York-Hanover, PA",PA,Northeast,471240,1
Youngstown,YOUNGSTOWN,"Youngstown-Warren, OH",OH,Midwest,426086,1
Youngstown Warren,YOUNGSTOWN WARREN,"Youngstown-Warren, OH",OH,Midwest,426086,1
Youngstown-Warren,YOUNGSTOWN-WARREN,"Youngstown-Warren, OH",OH,Midwest,426086,1
Yuba City,YUBA CITY,"Yuba City, CA",CA,West,186014,1
Yuma,YUMA,"Yuma, AZ",AZ,West,220310,1
